"","Name_original","Name_std","ScientificName","Rank","Kingdom","Phylum","Order","Suborder","Infraorder","Family","Genus","Species","Subspecies","FHLCode","Taxonomy_source"
"463","Athous spec.","Athous","Athous Eschscholtz, 1829","GENUS","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Athous",NA,NA,"34-.041-.000-.","FHL"
"464","Athous bicolor","Athous bicolor","Athous bicolor (Goeze, 1777)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Athous","Athous bicolor",NA,"34-.041-.011-.","FHL"
"465","Athous haemorrhoidalis","Athous haemorrhoidalis","Athous haemorrhoidalis (Fabricius, 1801)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Athous","Athous haemorrhoidalis",NA,"34-.041-.001-.","FHL"
"466","Athous subfuscus","Athous subfuscus","Athous subfuscus (O. F. Müller, 1764)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Athous","Athous subfuscus",NA,"34-.041-.003-.","FHL"
"467","Athous vittatus","Athous vittatus","Athous vittatus (Fabricius, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Athous","Athous vittatus",NA,"34-.041-.002-.","FHL"
"468","Athous zebei","Athous zebei","Athous zebei Bach, 1852","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Athous","Athous zebei",NA,"34-.041-.004-.","FHL"
"469","Atomaria spec.","Atomaria","Atomaria Stephens, 1829","GENUS","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria",NA,NA,"55-.014-.000-.","FHL"
"470","Atomaria abietina","Atomaria abietina","Atomaria abietina Reitter, 1888","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria abietina",NA,"55-.014-.049-.","FHL"
"471","Atomaria affinis","Atomaria affinis","Atomaria affinis (R. F. Sahlberg, 1834)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria affinis",NA,"55-.014-.056-.","FHL"
"472","Atomaria alpina","Atomaria alpina","Atomaria alpina Heer, 1841","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria alpina",NA,"55-.014-.047-.","FHL"
"473","Atomaria analis","Atomaria analis","Atomaria analis Erichson, 1846","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria analis",NA,"55-.014-.028-.","FHL"
"474","Atomaria apicalis","Atomaria apicalis","Atomaria apicalis Erichson, 1846","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria apicalis",NA,"55-.014-.034-.","FHL"
"475","Atomaria atrata","Atomaria atrata","Atomaria atrata Reitter, 1875","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria atrata",NA,"55-.014-.052-.","FHL"
"476","Atomaria atricapilla","Atomaria atricapilla","Atomaria atricapilla Stephens, 1830","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria atricapilla",NA,"55-.014-.025-.","FHL"
"477","Atomaria basalis","Atomaria basalis","Atomaria basalis Erichson, 1846","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria basalis",NA,"55-.014-.021-.","FHL"
"478","Atomaria bella","Atomaria bella","Atomaria bella Reitter, 1875","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria bella",NA,"55-.014-.054-.","FHL"
"479","Atomaria diluta","Atomaria diluta","Atomaria diluta Erichson, 1846","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria diluta",NA,"55-.014-.041-.","FHL"
"480","Atomaria elongatula","Atomaria elongatula","Atomaria elongatula Erichson, 1846","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria elongatula",NA,"55-.014-.0491.","FHL"
"481","Atomaria fuscata","Atomaria fuscata","Atomaria fuscata (Schönherr, 1808)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria fuscata",NA,"55-.014-.014-.","FHL"
"482","Atomaria gibbula","Atomaria gibbula","Atomaria gibbula Erichson, 1846","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria gibbula",NA,"55-.014-.031-.","FHL"
"483","Atomaria gutta","Atomaria gutta","Atomaria gutta Newman, 1834","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria gutta",NA,"55-.014-.019-.","FHL"
"484","Atomaria lewisi","Atomaria lewisi","Atomaria lewisi Reitter, 1877","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria lewisi",NA,"55-.014-.016-.","FHL"
"485","Atomaria linearis","Atomaria linearis","Atomaria linearis Stephens, 1830","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria linearis",NA,"55-.014-.046-.","FHL"
"486","Atomaria lohsei","Atomaria lohsei","Atomaria lohsei C. Johnson & A. Strand, 1968","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria lohsei",NA,"55-.014-.0541.","FHL"
"487","Atomaria longicornis","Atomaria longicornis","Atomaria longicornis C. G. Thomson, 1863","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria longicornis",NA,"55-.014-.053-.","FHL"
"488","Atomaria procerula","Atomaria longicornis","Atomaria longicornis C. G. Thomson, 1863","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria longicornis",NA,"55-.014-.053-.","FHL"
"489","Atomaria mesomela","Atomaria mesomela","Atomaria mesomela (Herbst, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria mesomela",NA,"55-.014-.022-.","FHL"
"490","Atomaria nigrirostris","Atomaria nigrirostris","Atomaria nigrirostris Stephens, 1830","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria nigrirostris",NA,"55-.014-.045-.","FHL"
"491","Atomaria nigriventris","Atomaria nigriventris","Atomaria nigriventris Stephens, 1830","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria nigriventris",NA,"55-.014-.043-.","FHL"
"492","Atomaria ornata","Atomaria ornata","Atomaria ornata Heer, 1841","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria ornata",NA,"55-.014-.006-.","FHL"
"493","Atomaria peltata","Atomaria peltata","Atomaria peltata Kraatz, 1853","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria peltata",NA,"55-.014-.009-.","FHL"
"494","Atomaria pulchra","Atomaria pulchra","Atomaria pulchra Erichson, 1846","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria pulchra",NA,"55-.014-.051-.","FHL"
"495","Atomaria puncticollis","Atomaria puncticollis","Atomaria puncticollis C. G. Thomson, 1868","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria puncticollis",NA,"55-.014-.044-.","FHL"
"496","Atomaria pusilla","Atomaria pusilla","Atomaria pusilla (Paykull, 1798)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria pusilla",NA,"55-.014-.011-.","FHL"
"497","Atomaria rubella","Atomaria rubella","Atomaria rubella Heer, 1841","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria rubella",NA,"55-.014-.024-.","FHL"
"498","Atomaria subangulata","Atomaria subangulata","Atomaria subangulata J. R. Sahlberg, 1926","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria subangulata",NA,"55-.014-.048-.","FHL"
"499","Atomaria testacea","Atomaria testacea","Atomaria testacea Stephens, 1830","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria testacea",NA,"55-.014-.036-.","FHL"
"500","Atomaria turgida","Atomaria turgida","Atomaria turgida Erichson, 1846","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria turgida",NA,"55-.014-.033-.","FHL"
"501","Atomaria umbrina","Atomaria umbrina","Atomaria umbrina (Gyllenhal, 1827)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cryptophagidae","Atomaria","Atomaria umbrina",NA,"55-.014-.038-.","FHL"
"502","Atrecus affinis","Atrecus affinis","Atrecus affinis (Paykull, 1789)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Atrecus","Atrecus affinis",NA,"23-.081-.001-.","FHL"
"503","Atrecus longiceps","Atrecus longiceps","Atrecus longiceps (Fauvel, 1873)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Atrecus","Atrecus longiceps",NA,"23-.081-.002-.","FHL"
"504","Atrecus pilicornis","Atrecus pilicornis","Atrecus pilicornis (Paykull, 1790)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Atrecus","Atrecus pilicornis",NA,"23-.081-.003-.","FHL"
"505","Attagenus pellio","Attagenus pellio","Attagenus pellio (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Dermestidae","Attagenus","Attagenus pellio",NA,"45-.002-.003-.","FHL"
"506","Attagenus punctatus","Attagenus punctatus","Attagenus punctatus (Scopoli, 1772)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Dermestidae","Attagenus","Attagenus punctatus",NA,"45-.002-.004-.","FHL"
"507","Attagenus schaefferi","Attagenus schaefferi","Attagenus schaefferi (Herbst, 1791)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Dermestidae","Attagenus","Attagenus schaefferi",NA,"45-.002-.001-.","FHL"
"508","Aulonium trisulcum","Aulonium trisulcum","Aulonium trisulcum (Geoffroy, 1785)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Zopheridae","Aulonium","Aulonium trisulcum",NA,"60-.019-.001-.","FHL"
"509","Aulonothroscus brevicollis","Aulonothroscus brevicollis","Aulonothroscus brevicollis (Bonvouloir, 1859)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Throscidae","Aulonothroscus","Aulonothroscus brevicollis",NA,"37-.002-.001-.","FHL"
"510","Autalia impressa","Autalia impressa","Autalia impressa (A. G. Olivier, 1795)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Autalia","Autalia impressa",NA,"23-.148-.001-.","FHL"
"511","Autalia longicornis","Autalia longicornis","Autalia longicornis Scheerpeltz, 1947","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Autalia","Autalia longicornis",NA,"23-.148-.002-.","FHL"
"512","Autalia rivularis","Autalia rivularis","Autalia rivularis (Gravenhorst, 1802)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Autalia","Autalia rivularis",NA,"23-.148-.003-.","FHL"
"513","Axinopalpis gracilis","Axinopalpis gracilis","Axinopalpis gracilis (Krynicki, 1832)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Axinopalpis","Axinopalpis gracilis",NA,"87-.036-.001-.","FHL"
"514","Axinotarsus marginalis","Axinotarsus marginalis","Axinotarsus marginalis (Laporte, 1840)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Malachiidae","Axinotarsus","Axinotarsus marginalis",NA,"29-.014-.003-.","FHL"
"515","Axinotarsus pulicarius","Axinotarsus pulicarius","Axinotarsus pulicarius (Fabricius, 1777)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Malachiidae","Axinotarsus","Axinotarsus pulicarius",NA,"29-.014-.002-.","FHL"
"516","Axinotarsus ruficollis","Axinotarsus ruficollis","Axinotarsus ruficollis (A. G. Olivier, 1790)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Malachiidae","Axinotarsus","Axinotarsus ruficollis",NA,"29-.014-.001-.","FHL"
"517","Badister bullatus","Badister bullatus","Badister bullatus (Schrank, 1798)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Badister","Badister bullatus",NA,"01-.070-.002-.","FHL"
"518","Badister collaris","Badister collaris","Badister collaris Motschulsky, 1844","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Badister","Badister collaris",NA,"01-.070-.009-.","FHL"
"519","Badister dilatatus","Badister dilatatus","Badister dilatatus Chaudoir, 1837","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Badister","Badister dilatatus",NA,"01-.070-.007-.","FHL"
"520","Badister lacertosus","Badister lacertosus","Badister lacertosus J. Sturm, 1815","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Badister","Badister lacertosus",NA,"01-.070-.003-.","FHL"
"521","Badister peltatus","Badister peltatus","Badister peltatus (Panzer, 1796)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Badister","Badister peltatus",NA,"01-.070-.008-.","FHL"
"522","Badister sodalis","Badister sodalis","Badister sodalis (Duftschmid, 1812)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Badister","Badister sodalis",NA,"01-.070-.005-.","FHL"
"523","Badister unipustulatus","Badister unipustulatus","Badister unipustulatus Bonelli, 1813","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Badister","Badister unipustulatus",NA,"01-.070-.001-.","FHL"
"524","Baeocrara variolosa","Baeocrara variolosa","Baeocrara variolosa (Mulsant & Rey, 1861)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Ptiliidae","Baeocrara","Baeocrara variolosa",NA,"21-.017-.001-.","FHL"
"525","Bagous tempestivus","Bagous tempestivus","Bagous tempestivus (Herbst, 1795)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Bagous","Bagous tempestivus",NA,"93-.087-.017-.","FHL"
"526","Barynotus moerens","Barynotus moerens","Barynotus moerens (Fabricius, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Barynotus","Barynotus moerens",NA,"93-.043-.003-.","FHL"
"527","Barynotus obscurus","Barynotus obscurus","Barynotus obscurus (Fabricius, 1775)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Barynotus","Barynotus obscurus",NA,"93-.043-.002-.","FHL"
"528","Batophila rubi","Batophila rubi","Batophila rubi (Paykull, 1799)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Batophila","Batophila rubi",NA,"88-.054-.002-.","FHL"
"529","Batrisodes adnexus","Batrisodes adnexus","Batrisodes adnexus (C. Hampe, 1863)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Batrisodes","Batrisodes adnexus",NA,"24-.015-.004-.","FHL"
"530","Batrisodes delaportei","Batrisodes delaporti","Batrisodes delaporti (Aubé, 1833)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Batrisodes","Batrisodes delaporti",NA,"24-.015-.001-.","FHL"
"531","Batrisodes delaporti","Batrisodes delaporti","Batrisodes delaporti (Aubé, 1833)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Batrisodes","Batrisodes delaporti",NA,"24-.015-.001-.","FHL"
"532","Batrisodes oculatus","Batrisodes oculatus","Batrisodes oculatus (Aubé, 1833)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Batrisodes","Batrisodes oculatus",NA,"24-.015-.007-.","FHL"
"533","Batrisodes unisexualis","Batrisodes unisexualis","Batrisodes unisexualis Besuchet, 1988","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Batrisodes","Batrisodes unisexualis",NA,"24-.015-.0051.","FHL"
"534","Batrisodes venustus","Batrisodes venustus","Batrisodes venustus (Reichenbach, 1816)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Batrisodes","Batrisodes venustus",NA,"24-.015-.002-.","FHL"
"535","Batrisus formicarius","Batrisus formicarius","Batrisus formicarius Aubé, 1833","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Batrisus","Batrisus formicarius",NA,"24-.014-.001-.","FHL"
"536","Bembidion assimile","Bembidion assimile","Bembidion assimile Gyllenhal, 1810","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Bembidion","Bembidion assimile",NA,"01-.029-.080-.","FHL"
"537","Bembidion deletum","Bembidion deletum","Bembidion deletum Audinet-Serville, 1821","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Bembidion","Bembidion deletum",NA,"01-.029-.042-.","FHL"
"538","Bembidion femoratum","Bembidion femoratum","Bembidion femoratum J. Sturm, 1825","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Bembidion","Bembidion femoratum",NA,"01-.029-.058-.","FHL"
"539","Bembidion gilvipes","Bembidion gilvipes","Bembidion gilvipes J. Sturm, 1825","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Bembidion","Bembidion gilvipes",NA,"01-.029-.078-.","FHL"
"540","Bembidion guttula","Bembidion guttula","Bembidion guttula (Fabricius, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Bembidion","Bembidion guttula",NA,"01-.029-.102-.","FHL"
"541","Bembidion lampros","Bembidion lampros","Bembidion lampros (Herbst, 1784)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Bembidion","Bembidion lampros",NA,"01-.029-.010-.","FHL"
"542","Bembidion lunulatum","Bembidion lunulatum","Bembidion lunulatum (Geoffroy, 1785)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Bembidion","Bembidion lunulatum",NA,"01-.029-.103-.","FHL"
"543","Bembidion mannerheimii","Bembidion mannerheimii","Bembidion mannerheimii C. R. Sahlberg, 1827","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Bembidion","Bembidion mannerheimii",NA,"01-.029-.101-.","FHL"
"544","Bembidion obtusum","Bembidion obtusum","Bembidion obtusum Audinet-Serville, 1821","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Bembidion","Bembidion obtusum",NA,"01-.029-.095-.","FHL"
"545","Bembidion properans","Bembidion properans","Bembidion properans (Stephens, 1828)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Bembidion","Bembidion properans",NA,"01-.029-.011-.","FHL"
"546","Bembidion quadrimaculatum","Bembidion quadrimaculatum","Bembidion quadrimaculatum (Linnaeus, 1760)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Bembidion","Bembidion quadrimaculatum",NA,"01-.029-.090-.","FHL"
"547","Benibotarus taygetanus","Benibotarus taygetanus","Benibotarus taygetanus (Pic, 1905)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Lycidae","Benibotarus","Benibotarus taygetanus",NA,"25-.0011.001-.","FHL"
